layer_z,score_percent,machine_x_mm,machine_y_mm,raw_image_x_px,raw_image_y_px
tensor(248),72.30343222618103,62.60310610434412,-48.195745208999,402.34375,314.453125
tensor(248),72.15429544448853,64.83351140437836,-40.77162680613616,373.046875,449.21875
tensor(248),71.37731909751892,49.07943591488959,-36.70763242348423,607.421875,531.25
tensor(248),70.78458666801453,60.33878509523423,-33.117434319664625,443.359375,589.84375
tensor(248),72.11595177650452,53.55216057228427,-33.31176519403008,542.96875,589.84375
tensor(249),72.26617932319641,65.70600754540943,-49.04814413113451,355.46875,296.875
tensor(249),72.4617600440979,62.22136145536779,-47.89017161340301,408.203125,320.3125
tensor(249),72.15422987937927,59.11684804873274,-46.71522259724349,455.078125,343.75
tensor(249),72.01919555664062,61.84530955699121,-35.682936070551335,419.921875,542.96875
tensor(249),72.02831506729126,59.11226546537529,-34.13286698482155,460.9375,572.265625
tensor(249),71.27174139022827,58.11248714341085,-27.590733719019347,478.515625,689.453125
tensor(249),70.07367014884949,59.55223395203773,-19.896438080177393,460.9375,824.21875
tensor(250),70.13725638389587,71.1160372025108,-50.4544241063916,273.4375,267.578125
tensor(250),71.11945152282715,64.72810593983476,-43.664324430835265,373.046875,396.484375
tensor(250),71.86471223831177,54.956020002508865,-40.42545285332594,519.53125,460.9375
tensor(250),72.86953330039978,65.80379464478457,-35.89226545879745,361.328125,537.109375
tensor(250),72.59137630462646,61.135906686536536,-33.094609226676276,431.640625,589.84375
tensor(250),72.52997756004333,58.36454524588494,-32.519318965824084,472.65625,601.5625
