candidate_rank,orientation,screen_A_to_D_machine_parts,part,layer_z,stage,led,filter,registered_column_1_based,sample_count,in_frame_fraction,valid_fraction,pearson_r,spearman_r,abs_spearman_r
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,2,original,32,2956,1.0,0.8098630136986301,0.5923797252090119,0.5959403550044843,0.5959403550044843
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,2,mean3,33,2956,1.0,0.8098630136986301,0.6194366000372981,0.6206207470154832,0.6206207470154832
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,2,mean5,34,2956,1.0,0.8098630136986301,0.6477059773692965,0.646589706678806,0.646589706678806
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,3,original,35,3341,1.0,0.9153424657534247,0.34950760354215105,0.3537192013450929,0.3537192013450929
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,3,mean3,36,3341,1.0,0.9153424657534247,0.3625155478655171,0.3621700669145828,0.3621700669145828
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,3,mean5,37,3341,1.0,0.9153424657534247,0.38089765756027333,0.3746746030493374,0.3746746030493374
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,1,original,20,494,1.0,0.13534246575342465,-0.12255865296103786,-0.10640080999444126,0.10640080999444126
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,1,mean3,21,494,1.0,0.13534246575342465,-0.10593865490747026,-0.09913753804133606,0.09913753804133606
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,1,mean5,22,494,1.0,0.13534246575342465,-0.08455881990823438,-0.07667287483354114,0.07667287483354114
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,2,original,23,3314,1.0,0.907945205479452,0.0029152191346369645,0.005946289445950219,0.005946289445950219
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,2,mean3,24,3314,1.0,0.907945205479452,0.004011065538072928,0.007997469146674032,0.007997469146674032
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,2,mean5,25,3314,1.0,0.907945205479452,0.0067993960087034235,0.012747413081491318,0.012747413081491318
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,3,original,26,3645,1.0,0.9986301369863013,-0.003145532076821659,0.0039003090758087896,0.0039003090758087896
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,3,mean3,27,3645,1.0,0.9986301369863013,-0.005375849746845582,0.0029661126165758996,0.0029661126165758996
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,A,3,mean5,28,3645,1.0,0.9986301369863013,-0.0029585750760847736,0.002947229488778781,0.002947229488778781
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,1,original,29,1868,1.0,0.5117808219178083,0.1441861765455245,0.16862783459692454,0.16862783459692454
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,1,mean3,30,1868,1.0,0.5117808219178083,0.15181193192565082,0.17622964600870575,0.17622964600870575
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,1,mean5,31,1868,1.0,0.5117808219178083,0.16177438419469706,0.1847611085254792,0.1847611085254792
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,2,original,32,3419,1.0,0.9367123287671233,0.5505110378247127,0.5900151980869675,0.5900151980869675
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,2,mean3,33,3419,1.0,0.9367123287671233,0.5714558007523756,0.60785246740772,0.60785246740772
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,2,mean5,34,3419,1.0,0.9367123287671233,0.5992323396484605,0.6310311299026589,0.6310311299026589
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,3,original,35,3131,1.0,0.8578082191780821,0.26410862160161447,0.26406387153588856,0.26406387153588856
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,3,mean3,36,3131,1.0,0.8578082191780821,0.2711747879634047,0.27095324464534365,0.27095324464534365
2,mirror_rotate_270,part04;part03;part02;part01,part02,100,B,3,mean5,37,3131,1.0,0.8578082191780821,0.2825599491719885,0.28189038489826607,0.28189038489826607
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,1,original,20,2013,1.0,0.5515068493150685,0.028953200691706506,0.01976248042971431,0.01976248042971431
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,1,mean3,21,2013,1.0,0.5515068493150685,0.028826158374188067,0.024800484720631275,0.024800484720631275
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,1,mean5,22,2013,1.0,0.5515068493150685,0.048973113747888354,0.04918719797333264,0.04918719797333264
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,2,original,23,3543,1.0,0.9706849315068493,-0.001006528830031136,-0.004371698073275221,0.004371698073275221
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,2,mean3,24,3543,1.0,0.9706849315068493,-0.0015261719717627527,-0.004468596639118674,0.004468596639118674
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,2,mean5,25,3543,1.0,0.9706849315068493,-0.004466488011465039,-0.0019162222411079604,0.0019162222411079604
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,3,original,26,3643,1.0,0.9980821917808219,-0.00967157061825722,0.002708803534950811,0.002708803534950811
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,3,mean3,27,3643,1.0,0.9980821917808219,-0.007842703364326464,0.009462397247754118,0.009462397247754118
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,A,3,mean5,28,3643,1.0,0.9980821917808219,-0.00041743047482980725,0.02280197814312946,0.02280197814312946
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,1,original,29,2258,1.0,0.6186301369863013,0.41458002414253425,0.4141169080702656,0.4141169080702656
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,1,mean3,30,2258,1.0,0.6186301369863013,0.4348634787865233,0.43133133569751336,0.43133133569751336
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,1,mean5,31,2258,1.0,0.6186301369863013,0.45689344651510305,0.44934179081030823,0.44934179081030823
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,2,original,32,3493,1.0,0.9569863013698631,0.6171558137255232,0.6387732410713208,0.6387732410713208
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,2,mean3,33,3493,1.0,0.9569863013698631,0.6430510638605623,0.6624974145812311,0.6624974145812311
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,2,mean5,34,3493,1.0,0.9569863013698631,0.6717459658018569,0.6894835823370218,0.6894835823370218
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,3,original,35,3032,1.0,0.8306849315068493,0.32564734998825434,0.31505736467533046,0.31505736467533046
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,3,mean3,36,3032,1.0,0.8306849315068493,0.34411938062175734,0.3336084721551033,0.3336084721551033
2,mirror_rotate_270,part04;part03;part02;part01,part01,100,B,3,mean5,37,3032,1.0,0.8306849315068493,0.3673215219816028,0.3571013943964712,0.3571013943964712
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,1,original,20,102,1.0,0.02634297520661157,-0.03245898282597985,-0.05165836274094959,0.05165836274094959
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,1,mean3,21,102,1.0,0.02634297520661157,-0.027858434812352634,0.0035510626456669516,0.0035510626456669516
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,1,mean5,22,102,1.0,0.02634297520661157,0.048132189640486746,0.05450682354823314,0.05450682354823314
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,2,original,23,1377,1.0,0.3556301652892562,0.012808071426119743,-0.00921885981491791,0.00921885981491791
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,2,mean3,24,1377,1.0,0.3556301652892562,0.02090483980589263,0.008736455002190946,0.008736455002190946
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,2,mean5,25,1377,1.0,0.3556301652892562,0.02951397622809612,0.04734435883035009,0.04734435883035009
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,3,original,26,3872,1.0,1.0,0.01033661780974182,0.013961881423921496,0.013961881423921496
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,3,mean3,27,3872,1.0,1.0,-0.0014212230416612058,0.0007384541442468684,0.0007384541442468684
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,A,3,mean5,28,3872,1.0,1.0,0.001021232476082581,0.0040550723425295,0.0040550723425295
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,1,original,29,1173,1.0,0.30294421487603307,0.28607460066525736,0.2625179263798169,0.2625179263798169
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,1,mean3,30,1173,1.0,0.30294421487603307,0.2962526974005215,0.2681926644465871,0.2681926644465871
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,1,mean5,31,1173,1.0,0.30294421487603307,0.3107712537732985,0.2843482798900931,0.2843482798900931
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,2,original,32,3332,1.0,0.8605371900826446,0.6571655352783196,0.6602156725793628,0.6602156725793628
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,2,mean3,33,3332,1.0,0.8605371900826446,0.671210951563453,0.6733645544271396,0.6733645544271396
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,2,mean5,34,3332,1.0,0.8605371900826446,0.6904292266077019,0.6903660629091815,0.6903660629091815
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,3,original,35,3853,1.0,0.9950929752066116,0.6454495032683357,0.7235548282688223,0.7235548282688223
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,3,mean3,36,3853,1.0,0.9950929752066116,0.6617705704088593,0.733415403946785,0.733415403946785
2,mirror_rotate_270,part04;part03;part02;part01,part04,125,B,3,mean5,37,3853,1.0,0.9950929752066116,0.6825468312137418,0.7455822772754762,0.7455822772754762
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,1,original,20,192,1.0,0.049586776859504134,0.011501393767133163,0.04979963803482559,0.04979963803482559
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,1,mean3,21,192,1.0,0.049586776859504134,0.07210627514514925,0.09350766100139152,0.09350766100139152
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,1,mean5,22,192,1.0,0.049586776859504134,0.06947758364398089,0.060199539502317836,0.060199539502317836
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,2,original,23,2796,1.0,0.7221074380165289,0.0802525730711975,0.07684400709162775,0.07684400709162775
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,2,mean3,24,2796,1.0,0.7221074380165289,0.08912454477489692,0.08035715049823973,0.08035715049823973
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,2,mean5,25,2796,1.0,0.7221074380165289,0.08951299095207847,0.07099899465606699,0.07099899465606699
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,3,original,26,3870,1.0,0.9994834710743802,0.006470792872955716,-0.002904241138528553,0.002904241138528553
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,3,mean3,27,3870,1.0,0.9994834710743802,0.006209461184780171,-0.009150156795693028,0.009150156795693028
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,A,3,mean5,28,3870,1.0,0.9994834710743802,0.005719336780126789,-0.016085723820294412,0.016085723820294412
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,1,original,29,1913,1.0,0.4940599173553719,0.28651533510236227,0.2797333610765257,0.2797333610765257
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,1,mean3,30,1913,1.0,0.4940599173553719,0.2984692669485054,0.2920835215182831,0.2920835215182831
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,1,mean5,31,1913,1.0,0.4940599173553719,0.3163786154581445,0.31182137521460784,0.31182137521460784
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,2,original,32,3661,1.0,0.9455061983471075,0.6226494388505294,0.6617846296276645,0.6617846296276645
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,2,mean3,33,3661,1.0,0.9455061983471075,0.6460249145159038,0.6765726149578913,0.6765726149578913
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,2,mean5,34,3661,1.0,0.9455061983471075,0.6727915877485019,0.6923525259970049,0.6923525259970049
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,3,original,35,3851,1.0,0.9945764462809917,0.5605393762266115,0.6623606455688089,0.6623606455688089
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,3,mean3,36,3851,1.0,0.9945764462809917,0.5732510965978728,0.6727261321370084,0.6727261321370084
2,mirror_rotate_270,part04;part03;part02;part01,part03,125,B,3,mean5,37,3851,1.0,0.9945764462809917,0.5930192300004414,0.6840580720082974,0.6840580720082974
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,1,original,20,706,1.0,0.18233471074380164,0.012939882630385037,-0.005104083615192995,0.005104083615192995
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,1,mean3,21,706,1.0,0.18233471074380164,0.0014133793176799405,-0.024764830639350633,0.024764830639350633
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,1,mean5,22,706,1.0,0.18233471074380164,-0.012116585648229712,-0.03724625351352537,0.03724625351352537
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,2,original,23,3453,1.0,0.8917871900826446,0.05195995095886466,0.038562652907568114,0.038562652907568114
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,2,mean3,24,3453,1.0,0.8917871900826446,0.06273246054056608,0.05348141035002092,0.05348141035002092
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,2,mean5,25,3453,1.0,0.8917871900826446,0.07413332685860738,0.0712618837367091,0.0712618837367091
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,3,original,26,3872,1.0,1.0,0.005562606006537636,0.005406529972630979,0.005406529972630979
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,3,mean3,27,3872,1.0,1.0,0.01147012261269367,0.012314174009058142,0.012314174009058142
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,A,3,mean5,28,3872,1.0,1.0,0.014593520875781578,0.013370662102448857,0.013370662102448857
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,1,original,29,2374,1.0,0.6131198347107438,0.4416508629640763,0.4277795022411501,0.4277795022411501
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,1,mean3,30,2374,1.0,0.6131198347107438,0.45289590583698497,0.4408361268661963,0.4408361268661963
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,1,mean5,31,2374,1.0,0.6131198347107438,0.4685113365140271,0.45845820501167717,0.45845820501167717
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,2,original,32,3764,1.0,0.9721074380165289,0.5526014913635543,0.660719992022224,0.660719992022224
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,2,mean3,33,3764,1.0,0.9721074380165289,0.5689454973862023,0.6713286813238711,0.6713286813238711
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,2,mean5,34,3764,1.0,0.9721074380165289,0.5961727421530055,0.6851254932309131,0.6851254932309131
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,3,original,35,3807,1.0,0.9832128099173554,0.52365257910948,0.6252453985284983,0.6252453985284983
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,3,mean3,36,3807,1.0,0.9832128099173554,0.5323638511434753,0.631944924864679,0.631944924864679
2,mirror_rotate_270,part04;part03;part02;part01,part02,125,B,3,mean5,37,3807,1.0,0.9832128099173554,0.5489171432905915,0.6394282671464441,0.6394282671464441
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,1,original,20,2274,1.0,0.5872933884297521,0.022840084629272367,0.0296422976423897,0.0296422976423897
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,1,mean3,21,2274,1.0,0.5872933884297521,0.0318547828862996,0.0361244409851374,0.0361244409851374
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,1,mean5,22,2274,1.0,0.5872933884297521,0.040112290069209154,0.04569195108786603,0.04569195108786603
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,2,original,23,3783,1.0,0.9770144628099173,0.009414262215606093,0.016473036920614824,0.016473036920614824
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,2,mean3,24,3783,1.0,0.9770144628099173,0.014254006701230655,0.026188522514614974,0.026188522514614974
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,2,mean5,25,3783,1.0,0.9770144628099173,0.016826814332029552,0.03289555691973989,0.03289555691973989
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,3,original,26,3872,1.0,1.0,0.04747297066870139,0.04281163294947975,0.04281163294947975
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,3,mean3,27,3872,1.0,1.0,0.055356166282225304,0.046569838528692,0.046569838528692
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,A,3,mean5,28,3872,1.0,1.0,0.05873054988039321,0.04702942889108942,0.04702942889108942
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,1,original,29,2781,1.0,0.7182334710743802,0.533238337765382,0.542685555388885,0.542685555388885
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,1,mean3,30,2781,1.0,0.7182334710743802,0.5461811785495082,0.5541098681861168,0.5541098681861168
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,1,mean5,31,2781,1.0,0.7182334710743802,0.5665640080953956,0.5699373903095631,0.5699373903095631
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,2,original,32,3846,1.0,0.9932851239669421,0.6237136143006268,0.6638253429655195,0.6638253429655195
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,2,mean3,33,3846,1.0,0.9932851239669421,0.6593773346557777,0.6783870646286845,0.6783870646286845
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,2,mean5,34,3846,1.0,0.9932851239669421,0.6906179156471925,0.6937511103105014,0.6937511103105014
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,3,original,35,3651,1.0,0.9429235537190083,0.6118391045420118,0.6783630628433788,0.6783630628433788
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,3,mean3,36,3651,1.0,0.9429235537190083,0.6203214038507054,0.6842614920431406,0.6842614920431406
2,mirror_rotate_270,part04;part03;part02;part01,part01,125,B,3,mean5,37,3651,1.0,0.9429235537190083,0.6392785645507182,0.6907406066861147,0.6907406066861147
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,1,original,20,169,1.0,0.04157441574415744,0.18099975223489267,0.055599994954946726,0.055599994954946726
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,1,mean3,21,169,1.0,0.04157441574415744,0.1290272671491408,0.09084074189436972,0.09084074189436972
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,1,mean5,22,169,1.0,0.04157441574415744,0.13507736989519814,0.12132391742865513,0.12132391742865513
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,2,original,23,1581,1.0,0.388929889298893,0.13965271037513244,0.08177719535223221,0.08177719535223221
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,2,mean3,24,1581,1.0,0.388929889298893,0.14664212762014178,0.09875948117483743,0.09875948117483743
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,2,mean5,25,1581,1.0,0.388929889298893,0.1601075415277831,0.11178205423396854,0.11178205423396854
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,3,original,26,4065,1.0,1.0,0.03316093847305369,0.032714159583956605,0.032714159583956605
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,3,mean3,27,4065,1.0,1.0,0.04487312351789924,0.04091666346709057,0.04091666346709057
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,A,3,mean5,28,4065,1.0,1.0,0.06126049406520655,0.05363282201134467,0.05363282201134467
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,1,original,29,458,1.0,0.11266912669126691,-0.08460218900814322,-0.09712276092872346,0.09712276092872346
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,1,mean3,30,458,1.0,0.11266912669126691,-0.06649486174039569,-0.054059945656337566,0.054059945656337566
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,1,mean5,31,458,1.0,0.11266912669126691,-0.03084406771204524,-0.0012151628509138818,0.0012151628509138818
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,2,original,32,3064,1.0,0.7537515375153752,0.6275232204282465,0.5959429295731726,0.5959429295731726
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,2,mean3,33,3064,1.0,0.7537515375153752,0.6484400952939227,0.6135850844143013,0.6135850844143013
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,2,mean5,34,3064,1.0,0.7537515375153752,0.6701286603711432,0.6343640779518491,0.6343640779518491
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,3,original,35,3961,1.0,0.9744157441574416,0.5778103023067833,0.6022445184602246,0.6022445184602246
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,3,mean3,36,3961,1.0,0.9744157441574416,0.5960297863034691,0.6108038530742914,0.6108038530742914
2,mirror_rotate_270,part04;part03;part02;part01,part04,150,B,3,mean5,37,3961,1.0,0.9744157441574416,0.6173234445142719,0.6240972882183884,0.6240972882183884
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,1,original,20,125,1.0,0.03075030750307503,-0.17422958901905203,-0.24335162018834286,0.24335162018834286
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,1,mean3,21,125,1.0,0.03075030750307503,-0.16450095336904602,-0.19705070726776375,0.19705070726776375
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,1,mean5,22,125,1.0,0.03075030750307503,-0.14605829102919124,-0.16242494708137972,0.16242494708137972
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,2,original,23,2830,1.0,0.6961869618696187,-0.02464838121703154,-0.024020500873868773,0.024020500873868773
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,2,mean3,24,2830,1.0,0.6961869618696187,-0.01296878168499162,-0.017949468819753834,0.017949468819753834
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,2,mean5,25,2830,1.0,0.6961869618696187,0.003642280803953389,-0.003938675464183198,0.003938675464183198
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,3,original,26,4065,1.0,1.0,-0.027191895943676103,-0.03194778535276296,0.03194778535276296
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,3,mean3,27,4065,1.0,1.0,-0.024143195858514477,-0.03494157109821461,0.03494157109821461
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,A,3,mean5,28,4065,1.0,1.0,-0.015066127097469214,-0.03312252841684235,0.03312252841684235
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,1,original,29,1383,1.0,0.34022140221402214,-0.011767585161697612,0.044183313496817325,0.044183313496817325
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,1,mean3,30,1383,1.0,0.34022140221402214,-0.006210221036212564,0.06038629126254756,0.06038629126254756
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,1,mean5,31,1383,1.0,0.34022140221402214,0.01082774898759747,0.07893988030597138,0.07893988030597138
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,2,original,32,3637,1.0,0.8947109471094711,0.6893230200598469,0.6962312808732622,0.6962312808732622
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,2,mean3,33,3637,1.0,0.8947109471094711,0.7105948367832787,0.7133538983904727,0.7133538983904727
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,2,mean5,34,3637,1.0,0.8947109471094711,0.7328128949634428,0.7317188817770808,0.7317188817770808
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,3,original,35,3853,1.0,0.9478474784747848,0.4226623201725562,0.4482941817150417,0.4482941817150417
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,3,mean3,36,3853,1.0,0.9478474784747848,0.45261738239901034,0.4740459712635075,0.4740459712635075
2,mirror_rotate_270,part04;part03;part02;part01,part03,150,B,3,mean5,37,3853,1.0,0.9478474784747848,0.4795524528367303,0.49612334494680843,0.49612334494680843
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,1,original,20,557,1.0,0.13702337023370234,-0.08610417240193839,-0.10369645364214752,0.10369645364214752
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,1,mean3,21,557,1.0,0.13702337023370234,-0.06977050531605407,-0.06335035136091988,0.06335035136091988
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,1,mean5,22,557,1.0,0.13702337023370234,-0.06023086425989339,-0.07671282990430123,0.07671282990430123
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,2,original,23,3469,1.0,0.8533825338253382,-0.04780010267130542,-0.033983716416277475,0.033983716416277475
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,2,mean3,24,3469,1.0,0.8533825338253382,-0.04723983210193052,-0.03619252181980615,0.03619252181980615
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,2,mean5,25,3469,1.0,0.8533825338253382,-0.039173086925634995,-0.028381543025011544,0.028381543025011544
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,3,original,26,4061,1.0,0.9990159901599016,0.01988518684249344,0.007743977302069902,0.007743977302069902
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,3,mean3,27,4061,1.0,0.9990159901599016,0.03541289498078181,0.017670737138768516,0.017670737138768516
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,A,3,mean5,28,4061,1.0,0.9990159901599016,0.055296633221974055,0.03411178833777339,0.03411178833777339
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,1,original,29,2369,1.0,0.582779827798278,0.19921259526866755,0.2229346053313677,0.2229346053313677
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,1,mean3,30,2369,1.0,0.582779827798278,0.2126373372773237,0.23700174002821972,0.23700174002821972
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,1,mean5,31,2369,1.0,0.582779827798278,0.2333504984460433,0.2595570703392659,0.2595570703392659
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,2,original,32,3946,1.0,0.9707257072570725,0.6142104763032618,0.6569936391864488,0.6569936391864488
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,2,mean3,33,3946,1.0,0.9707257072570725,0.6330220698648212,0.6695717896234945,0.6695717896234945
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,2,mean5,34,3946,1.0,0.9707257072570725,0.6562417745031033,0.6849965979099816,0.6849965979099816
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,3,original,35,3681,1.0,0.9055350553505535,0.27042612758130113,0.2721435511640168,0.2721435511640168
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,3,mean3,36,3681,1.0,0.9055350553505535,0.28332837250455234,0.28570346266690505,0.28570346266690505
2,mirror_rotate_270,part04;part03;part02;part01,part02,150,B,3,mean5,37,3681,1.0,0.9055350553505535,0.2977559371389429,0.3005431353296149,0.3005431353296149
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,1,original,20,2262,1.0,0.5564575645756458,0.07991819307450537,0.07382513233223227,0.07382513233223227
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,1,mean3,21,2262,1.0,0.5564575645756458,0.08216591617474123,0.07773643588609425,0.07773643588609425
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,1,mean5,22,2262,1.0,0.5564575645756458,0.07959072734028282,0.08057382198981851,0.08057382198981851
