image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,predicted_x_px,predicted_y_px,predicted_in_sensor,assigned_in_v3,assigned_source_candidate_index,assigned_raw_x_px,assigned_raw_y_px,nearest_fresh_detector_candidate_distance_px,fresh_detector_candidate_within_v3_assignment_bound,local_mean_darkness_0_to_1
21,2,1496.1980244609194,1125.0891141706463,True,False,,,,29.360981911028418,False,0.7678271308523409
22,2,1496.164388903445,1141.2865043004067,True,False,,,,34.96470832483786,False,0.7696678671468588
23,2,1496.1307486578032,1157.4861520430468,True,False,,,,30.87352778920126,False,0.7678271308523409
24,2,1496.0971037230145,1173.6880578706027,True,False,,,,34.656949635787434,False,0.7764705882352941
25,2,1496.0634540980982,1189.8922222552426,True,False,,,,44.43178718798365,False,0.7797519007603041
26,2,1496.0297997820737,1206.0986456692658,True,False,,,,57.20693154466531,False,0.7762304921968788
27,2,1495.9961407739595,1222.3073285851037,True,False,,,,45.986334627963444,False,0.7747899159663866
28,2,1495.9624770727746,1238.5182714753191,True,False,,,,33.152869829477375,False,0.7820728291316527
29,2,1495.9288086775375,1254.7314748126075,True,False,,,,19.350629282058808,False,0.7824729891956783
30,2,1495.8951355872662,1270.946939069795,True,False,,,,13.248699672708712,False,0.7811124449779911
31,2,1495.861457800978,1287.1646647198397,True,False,,,,22.418214369116676,False,0.7817527010804322
32,2,1495.8277753176915,1303.384652235833,True,False,,,,22.607144710954746,False,0.7764705882352941
33,2,1495.7940881364234,1319.6069020909968,True,False,,,,13.015975139982622,False,0.7818327330932373
34,2,1495.760396256191,1335.831414758686,True,True,1219,1495.823271306872,1335.4232077784998,2.211492134283574,True,0.7755902360944378
35,2,1495.7266996760104,1352.0581907123865,True,True,1548,1495.7701359920047,1351.569524275701,2.420215429176903,True,0.7779111644657863
36,2,1495.692998394899,1368.2872304257169,True,False,,,,13.730269340865735,False,0.7729491796718687
37,2,1495.6592924118725,1384.5185343724286,True,True,926,1495.4373946806386,1383.613208823831,2.6033981388671235,True,0.7787915166066427
38,2,1495.6255817259469,1400.7521030264043,True,False,,,,15.723506901749984,False,0.7764705882352941
39,2,1495.5918663361376,1416.9879368616591,True,False,,,,11.452937854041568,False,0.7755102040816326
40,2,1495.5581462414602,1433.2260363523408,True,True,981,1495.335078702025,1432.5004804301932,2.2694652643030957,True,0.7743097238895558
41,2,1495.5244214409304,1449.4664019727286,True,False,,,,13.699429046231682,False,0.7692677070828331
42,2,1495.490691933562,1465.7090341972355,True,False,,,,16.579014395764467,False,0.7785514205682273
43,2,1495.4569577183704,1481.9539335004058,True,False,,,,24.355188060888082,False,0.779031612645058
44,2,1495.4232187943692,1498.2011003569169,True,False,,,,20.80975117794476,False,0.78031212484994
45,2,1495.3894751605728,1514.4505352415783,True,False,,,,15.801696387811978,False,0.7812725090036015
46,2,1495.355726815995,1530.7022386293324,True,False,,,,24.38271956128504,False,0.7819127651060425
47,2,1495.3219737596494,1546.956210995254,True,False,,,,26.339336401494915,False,0.782312925170068
48,2,1495.2882159905485,1563.21245281455,True,False,,,,13.847597547203414,False,0.7824729891956783
49,2,1495.2544535077056,1579.470964562562,True,True,1587,1494.641322445263,1578.3710192977958,2.77115850727304,True,0.7803921568627451
0,3,1482.8314957104128,784.7297154397963,True,True,1504,1482.5077336935917,785.0488760324237,1.9715124043073338,True,0.7021208483393357
1,3,1482.7969293432159,800.9030845057343,True,True,1590,1482.5265980761365,801.2701785934285,2.0110983787492076,True,0.7148459383753502
2,3,1482.7623581582047,817.0787077942513,True,False,,,,17.06860190304073,False,0.7183673469387755
