rank_by_response,feature_type,raw_x_px,raw_y_px,response
213,roi_restricted_checkerboard_corner_candidate,818.0,1665.0,3.756517980946228e-05
214,roi_restricted_checkerboard_corner_candidate,1250.0,1512.0,3.750630276044831e-05
215,roi_restricted_checkerboard_corner_candidate,1166.0,1513.0,3.739979729289189e-05
216,roi_restricted_checkerboard_corner_candidate,818.0,1616.0,3.736001963261515e-05
217,roi_restricted_checkerboard_corner_candidate,818.0,1356.0,3.7324600270949304e-05
218,roi_restricted_checkerboard_corner_candidate,1292.0,1372.0,3.72867398255039e-05
219,roi_restricted_checkerboard_corner_candidate,1503.0,1326.0,3.7272860936354846e-05
220,roi_restricted_checkerboard_corner_candidate,1394.0,1440.0,3.726487557287328e-05
221,roi_restricted_checkerboard_corner_candidate,841.0,1332.0,3.723689223988913e-05
222,roi_restricted_checkerboard_corner_candidate,996.0,1308.0,3.7206238630460575e-05
223,roi_restricted_checkerboard_corner_candidate,908.0,1308.0,3.7198456993792206e-05
224,roi_restricted_checkerboard_corner_candidate,863.0,1308.0,3.717039726325311e-05
225,roi_restricted_checkerboard_corner_candidate,1271.0,1535.0,3.716303035616875e-05
226,roi_restricted_checkerboard_corner_candidate,1167.0,1420.0,3.71438218280673e-05
227,roi_restricted_checkerboard_corner_candidate,1209.0,1325.0,3.714127160492353e-05
228,roi_restricted_checkerboard_corner_candidate,972.0,1684.0,3.714036938617937e-05
229,roi_restricted_checkerboard_corner_candidate,1124.0,1450.0,3.710939199663699e-05
230,roi_restricted_checkerboard_corner_candidate,1414.0,1417.0,3.708343501784839e-05
231,roi_restricted_checkerboard_corner_candidate,930.0,1284.0,3.702862886711955e-05
232,roi_restricted_checkerboard_corner_candidate,1208.0,1513.0,3.702741378219798e-05
233,roi_restricted_checkerboard_corner_candidate,1147.0,1255.0,3.698798536788672e-05
234,roi_restricted_checkerboard_corner_candidate,1208.0,1606.0,3.696669591590762e-05
235,roi_restricted_checkerboard_corner_candidate,952.0,1356.0,3.695218765642494e-05
236,roi_restricted_checkerboard_corner_candidate,1125.0,1308.0,3.694220868055709e-05
237,roi_restricted_checkerboard_corner_candidate,1312.0,1534.0,3.6904559237882495e-05
238,roi_restricted_checkerboard_corner_candidate,1082.0,1308.0,3.6862504202872515e-05
239,roi_restricted_checkerboard_corner_candidate,1039.0,1308.0,3.6813969927607104e-05
240,roi_restricted_checkerboard_corner_candidate,1017.0,1475.0,3.6775152693735436e-05
241,roi_restricted_checkerboard_corner_candidate,901.0,1398.0,3.675130210467614e-05
242,roi_restricted_checkerboard_corner_candidate,1187.0,1583.0,3.674443360068835e-05
243,roi_restricted_checkerboard_corner_candidate,1332.0,1510.0,3.670427395263687e-05
244,roi_restricted_checkerboard_corner_candidate,1040.0,1230.0,3.6673165595857427e-05
245,roi_restricted_checkerboard_corner_candidate,1081.0,1498.0,3.66495041816961e-05
246,roi_restricted_checkerboard_corner_candidate,951.0,1404.0,3.663881216198206e-05
247,roi_restricted_checkerboard_corner_candidate,1167.0,1466.0,3.661310256575234e-05
248,roi_restricted_checkerboard_corner_candidate,886.0,1332.0,3.6608871596399695e-05
249,roi_restricted_checkerboard_corner_candidate,1209.0,1466.0,3.6571818782249466e-05
250,roi_restricted_checkerboard_corner_candidate,1291.0,1511.0,3.6548615753417835e-05
251,roi_restricted_checkerboard_corner_candidate,840.0,1592.0,3.651550650829449e-05
252,roi_restricted_checkerboard_corner_candidate,1272.0,1302.0,3.651247970992699e-05
253,roi_restricted_checkerboard_corner_candidate,1076.0,1403.0,3.651139559224248e-05
254,roi_restricted_checkerboard_corner_candidate,1033.0,1403.0,3.644232856458984e-05
255,roi_restricted_checkerboard_corner_candidate,1332.0,1556.0,3.643309173639864e-05
256,roi_restricted_checkerboard_corner_candidate,1313.0,1349.0,3.64161423931364e-05
257,roi_restricted_checkerboard_corner_candidate,1312.0,1441.0,3.6389625165611506e-05
258,roi_restricted_checkerboard_corner_candidate,1146.0,1285.0,3.636299152276479e-05
259,roi_restricted_checkerboard_corner_candidate,1229.0,1536.0,3.6354325857246295e-05
260,roi_restricted_checkerboard_corner_candidate,886.0,1284.0,3.62792270607315e-05
261,roi_restricted_checkerboard_corner_candidate,1125.0,1356.0,3.621537325670943e-05
262,roi_restricted_checkerboard_corner_candidate,1333.0,1418.0,3.618788468884304e-05
263,roi_restricted_checkerboard_corner_candidate,1017.0,1332.0,3.6111949157202616e-05
264,roi_restricted_checkerboard_corner_candidate,1060.0,1427.0,3.606863901950419e-05
265,roi_restricted_checkerboard_corner_candidate,1187.0,1630.0,3.604579615057446e-05
266,roi_restricted_checkerboard_corner_candidate,1313.0,1302.0,3.603286313591525e-05
267,roi_restricted_checkerboard_corner_candidate,1018.0,1284.0,3.602544529712759e-05
268,roi_restricted_checkerboard_corner_candidate,819.0,1308.0,3.594843656173907e-05
269,roi_restricted_checkerboard_corner_candidate,863.0,1453.0,3.592838402255438e-05
270,roi_restricted_checkerboard_corner_candidate,1061.0,1285.0,3.591286076698452e-05
271,roi_restricted_checkerboard_corner_candidate,796.0,1544.0,3.588925756048411e-05
272,roi_restricted_checkerboard_corner_candidate,841.0,1380.0,3.588131949072704e-05
273,roi_restricted_checkerboard_corner_candidate,953.0,1229.0,3.583753277780488e-05
274,roi_restricted_checkerboard_corner_candidate,930.0,1380.0,3.580458724172786e-05
275,roi_restricted_checkerboard_corner_candidate,1229.0,1489.0,3.572031346266158e-05
276,roi_restricted_checkerboard_corner_candidate,863.0,1356.0,3.5707111237570643e-05
277,roi_restricted_checkerboard_corner_candidate,1038.0,1451.0,3.56897508027032e-05
278,roi_restricted_checkerboard_corner_candidate,995.0,1356.0,3.568836109479889e-05
279,roi_restricted_checkerboard_corner_candidate,1353.0,1487.0,3.567191379261203e-05
280,roi_restricted_checkerboard_corner_candidate,885.0,1477.0,3.565282895579003e-05
281,roi_restricted_checkerboard_corner_candidate,1125.0,1261.0,3.564899816410616e-05
282,roi_restricted_checkerboard_corner_candidate,820.0,1228.0,3.563675272744149e-05
283,roi_restricted_checkerboard_corner_candidate,996.0,1230.0,3.557675881893374e-05
284,roi_restricted_checkerboard_corner_candidate,1083.0,1231.0,3.555405783117749e-05
285,roi_restricted_checkerboard_corner_candidate,885.0,1735.0,3.554784052539617e-05
286,roi_restricted_checkerboard_corner_candidate,974.0,1254.0,3.5538938391255215e-05
287,roi_restricted_checkerboard_corner_candidate,1503.0,1462.0,3.5516972275217995e-05
288,roi_restricted_checkerboard_corner_candidate,1291.0,1557.0,3.5484146792441607e-05
289,roi_restricted_checkerboard_corner_candidate,885.0,1429.0,3.5448148992145434e-05
290,roi_restricted_checkerboard_corner_candidate,1038.0,1499.0,3.539819590514526e-05
291,roi_restricted_checkerboard_corner_candidate,1292.0,1465.0,3.538933742674999e-05
292,roi_restricted_checkerboard_corner_candidate,1166.0,1560.0,3.5378896427573636e-05
293,roi_restricted_checkerboard_corner_candidate,951.0,1500.0,3.528918023221195e-05
294,roi_restricted_checkerboard_corner_candidate,908.0,1229.0,3.5266879422124475e-05
295,roi_restricted_checkerboard_corner_candidate,1352.0,1579.0,3.525307329255156e-05
296,roi_restricted_checkerboard_corner_candidate,1060.0,1332.0,3.519708843668923e-05
297,roi_restricted_checkerboard_corner_candidate,1080.0,1751.0,3.518734229146503e-05
298,roi_restricted_checkerboard_corner_candidate,1374.0,1325.0,3.518110315781087e-05
299,roi_restricted_checkerboard_corner_candidate,863.0,1519.0,3.516993092489429e-05
300,roi_restricted_checkerboard_corner_candidate,1333.0,1325.0,3.515373828122392e-05
301,roi_restricted_checkerboard_corner_candidate,1189.0,1255.0,3.5071789170615375e-05
302,roi_restricted_checkerboard_corner_candidate,1146.0,1379.0,3.5042379749938846e-05
303,roi_restricted_checkerboard_corner_candidate,952.0,1260.0,3.5039429349126294e-05
304,roi_restricted_checkerboard_corner_candidate,1102.0,1727.0,3.502867912175134e-05
305,roi_restricted_checkerboard_corner_candidate,1250.0,1558.0,3.501239189063199e-05
306,roi_restricted_checkerboard_corner_candidate,1187.0,1536.0,3.4801643778337166e-05
307,roi_restricted_checkerboard_corner_candidate,1037.0,1753.0,3.475438279565424e-05
308,roi_restricted_checkerboard_corner_candidate,1434.0,1394.0,3.475196353974752e-05
309,roi_restricted_checkerboard_corner_candidate,1415.0,1325.0,3.471974559943192e-05
310,roi_restricted_checkerboard_corner_candidate,1250.0,1465.0,3.4675642382353544e-05
311,roi_restricted_checkerboard_corner_candidate,1312.0,1488.0,3.4670923923840746e-05
312,roi_restricted_checkerboard_corner_candidate,1393.0,1486.0,3.4663869882933795e-05
313,roi_restricted_checkerboard_corner_candidate,1125.0,1231.0,3.459757499513216e-05
314,roi_restricted_checkerboard_corner_candidate,796.0,1593.0,3.45953376381658e-05
315,roi_restricted_checkerboard_corner_candidate,1010.0,1570.0,3.4531287383288145e-05
316,roi_restricted_checkerboard_corner_candidate,1188.0,1443.0,3.451656812103465e-05
317,roi_restricted_checkerboard_corner_candidate,1053.0,1468.0,3.450231452006847e-05
318,roi_restricted_checkerboard_corner_candidate,1503.0,1598.0,3.4501517802709714e-05
319,roi_restricted_checkerboard_corner_candidate,1017.0,1427.0,3.450103031354956e-05
320,roi_restricted_checkerboard_corner_candidate,1394.0,1348.0,3.449981159064919e-05
321,roi_restricted_checkerboard_corner_candidate,1060.0,1379.0,3.4486842196201906e-05
322,roi_restricted_checkerboard_corner_candidate,1353.0,1441.0,3.448628558544442e-05
