source_candidate_index,image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,raw_x_px,raw_y_px,detector_response,projective_cell_residual_px,correspondence_source,full_refined_fit_inlier,full_refined_fit_residual_px,heldout_block,train_only_prediction_x_px,train_only_prediction_y_px,train_only_residual_px
1515,21,4,1467.9467101945038,1123.5811441029377,0.1488812267780304,1.018266995096978,projective_2d_nearest_cell_reassignment,True,1.018266995096978,False,1468.0151045008517,1124.5570401078567,0.9782897288418865
1313,29,4,1467.6571345502089,1256.272890008664,0.153184175491333,1.6560409563065657,projective_2d_nearest_cell_reassignment,True,1.6560409563065657,True,1467.7213419149602,1254.5924324786167,1.6816837086625445
1606,35,4,1467.473413470045,1351.671342603032,0.14654536545276642,0.5546940550689402,projective_2d_nearest_cell_reassignment,True,0.5546940550689402,False,1467.5008136676483,1352.2102999174422,0.5396533679919143
1321,37,4,1467.3451275125256,1384.491412501738,0.15306122601032257,0.2940116954930929,projective_2d_nearest_cell_reassignment,True,0.2940116954930929,False,1467.4272649130764,1384.767002569341,0.2875698835598878
1458,38,4,1467.2833887078716,1402.4040177473769,0.14986476302146912,1.3451213023961255,projective_2d_nearest_cell_reassignment,True,1.3451213023961255,False,1467.3904831553245,1401.0486208934306,1.359621216502178
1574,39,4,1467.1331893815686,1418.3712098642445,0.14728301763534546,1.045117518029504,projective_2d_nearest_cell_reassignment,True,1.045117518029504,False,1467.3536964759448,1417.3324177991396,1.061938008169538
1026,42,4,1466.9292578677248,1467.3021232936821,0.15994590520858765,1.1331683034438196,projective_2d_nearest_cell_reassignment,True,1.1331683034438196,False,1467.2433068981602,1466.1968843794782,1.1489907967377775
1485,47,4,1467.2014894979477,1547.205964879066,0.14937300980091095,0.510095241569497,projective_2d_nearest_cell_reassignment,True,0.510095241569497,False,1467.059225743714,1547.68127448261,0.49614332101705677
1565,48,4,1466.736968333953,1562.723184867762,0.1474059522151947,1.2981054515090484,projective_2d_nearest_cell_reassignment,True,1.2981054515090484,False,1467.0223947252,1563.9846983150378,1.2934003256833944
1360,0,5,1454.4926508759381,784.7135844381753,0.15207770466804504,1.4618376517745224,projective_2d_nearest_cell_reassignment,True,1.4618376517745224,False,1454.625745413212,783.1395500143004,1.579651392996329
1345,2,5,1454.488872776954,815.4761984183878,0.15244652330875397,0.21992513439538705,projective_2d_nearest_cell_reassignment,True,0.21992513439538705,False,1454.5505417099894,815.5909538512902,0.1302761170835449
768,3,5,1454.2716798546132,831.5230452194115,0.16547822952270508,0.4382051671128931,projective_2d_nearest_cell_reassignment,True,0.4382051671128931,False,1454.5129323186172,831.8199092773102,0.3825323780545549
1356,4,5,1454.4319942434447,847.5949317171047,0.1522006392478943,0.5529183818012806,projective_2d_nearest_cell_reassignment,True,0.5529183818012806,False,1454.4753178993947,848.0510342882787,0.4581555353768308
